Start Date,Year,Cycle,ENL,RES
5/26/2025 7:00:00,2025,20,1600000,215000
6/2/2025 14:00:00,2025,21,1800000,198000
6/9/2025 21:00:00,2025,22,1800000,264000
6/17/2025 4:00:00,2025,23,1700000,210000
6/24/2025 11:00:00,2025,24,1600000,144000
7/1/2025 18:00:00,2025,25,1700000,144000
7/9/2025 1:00:00,2025,26,1700000,256000
7/16/2025 8:00:00,2025,27,1500000,165000
7/23/2025 15:00:00,2025,28,1600000,218000
7/30/2025 22:00:00,2025,29,834000,278000
8/7/2025 5:00:00,2025,30,1800000,249000
8/14/2025 12:00:00,2025,31,1800000,192000
8/21/2025 19:00:00,2025,32,1800000,180000
8/29/2025 2:00:00,2025,33,1800000,185000
9/5/2025 9:00:00,2025,34,1700000,205000
9/12/2025 16:00:00,2025,35,767000,135000
9/19/2025 23:00:00,2025,36,1400000,245000
9/27/2025 6:00:00,2025,37,773000,231000
10/4/2025 13:00:00,2025,38,358000,262000
